scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,41,6,1632,,,,Adventurer,"I need you to take something off my hands.
I went to the Forest of Spirits to get it!",なあ 貫ってくれないかなあせっかく精霊の森まで行って手に入れたんだからさ,,
1,2,41,8,1700,,,,Adventurer,"I brought this treasure I stole from
one of those supposedly immortal elves. <PART> ---
But for some reason I feel really cold...
It's not my body, it's...my soul.",永遠の命を持つと言われるエルフの目を盗んで持ってきた宝なのに… <PART> …何だか 〓くなってきたな体じゃなく心が…さ…,,
1,3,41,9,1812,,,,Adventurer,"Please don't talk to me.
I've fallen on hard times.",今は話しかけないでくれ…〓心中なんだ…,,
1,4,41,7,1892,,,,Owner,"Well, umm...
That's kind of a problem, you see...",あ あの…そういうの ちょっと困ります,,
1,5,41,10,2192,,,,Adventurer,"Well, I should be going soon.
I dread having to fight monsters again. <PART> ---
Although I've never met any, I hear that
some monsters are immune to normal weapons. <PART> ---
And what would one do then?
I suppose magic is the easiest way.",そろそろ出発しなきゃなまた魔物と闘うのはうんざりだが… <PART> 俺はまだ出会った事が無いんだけど普通の武器では〓つけられない魔物がいるそうだ <PART> そういう時はどうするかって？まぁ 手っ取り早いのは魔法だろうなぁ,,
1,6,41,11,2284,,,,Adventurer,"If weapons can't hurt a monster, use magic.
Some items can be used in place of magic.",普通の武器で〓つけられない魔物には魔法だな魔法の代わりになる道〓もあるぞ,,
1,7,41,12,2572,,,,Owner,"What's goin' on out there? Somethin' happen <PART> ---- <PART> Oh, I mean, how may I be of service, ma'am?",外が騒がしいけれど…何かあったのかしら…あ 失礼しました,,
1,8,41,13,2780,,,,Owner,"As long as customers need a place to stay,
the Solde Inn will remain open.",お〓様がいらっしゃる限り私はソルデで宿屋を続けます,,
1,9,41,14,3172,,,,Owner,"This is your first time staying with us?
Welcome to the seaport of Solde! <PART> ---
A quick rest at our inn will heal
even the most worn-down body! <PART> ---
Even if you're on the brink of death,
you'll wake up feeling good as new!",初めてご利用されるお〓様ですね？ようこそ 港町ソルデへ <PART> 宿に〓まれば 戦いで疲れた体もあっという間に〓されますよ <PART> それこそ 〓死〓前の状〓だって〓日には元気いっぱい間違い無しです,,
1,10,41,15,3560,,,,Adventurer,"I need you to take something off my hands.
This time, I think you'll really like it.",なあ 貫ってくれないかなあ今度こそ気に入ると思うんだけどさ,,
1,11,41,16,3628,,,,Adventurer,"I went down to the southeast to get this one,
back into the Forest of Spirits. <PART> ---
It makes it feel really cold,
like a blizzard whirling in my soul.",大陸の〓〓まで行って精霊の森に再挑戦してまで取ってきたのに… <PART> …何だか〓くなってきたな心にブリザードが吹き荒れてるぜ…,,
1,12,41,17,3740,,,,Adventurer,"Please don't talk to me.
I've fallen on hard times.",今は話しかけないでくれ…〓心中なんだ…,,
1,13,41,2760,4824,,,,Owner,"Will you be staying?
We have a room with a view available.",〓まりかしら？〓めのいい部屋が空いてますよ,,
1,14,41,2761,4916,,,,Owner,Welcome. Would you like a room?,いらっしゃいませ お〓りですか？,,
1,15,41,2762,5008,,,,Owner,"Oh my, guests looking for a room?",おっと 〓まりのお〓かな？,,
1,16,41,2763,5100,,,,Owner,"Yer travelers, right? Ya gonna stay?",旅人さんだね 〓まっていくかい？,,
1,17,41,2764,5192,,,,Owner,"Greetings and Salutations. You look like
you're looking for a room. Am I right?",いらっしゃーいええと 〓まり…よね？,,
1,18,41,2765,5284,,,,Owner,"It is an honor to receive your visit.
Shall I book your room?",ようこそお出で下さいましたお〓りでしょうか？,,
1,19,41,2766,5380,,,,Owner,"That's a shame.
Come back if you change your mind.",そうですか…またの機会をお待ちしてますね,,
1,20,41,2767,5480,,,,Owner,"Please visit us again,
when you have the chance.",機会がありましたら〓非当〓をご利用下さい,,
1,21,41,2768,5580,,,,Owner,It figures. And I got all worked up.,なんじゃ 久しぶりの〓かと思ったのにのう…,,
1,22,41,2769,5680,,,,Owner,"Be on yer way then, no loiterin'.",おや 〓やかしは御免だよ,,
1,23,41,2770,5780,,,,Owner,"Well, it's your loss.
You're missing out on great service.",何だ 残念～ウチはサービスいいのに,,
1,24,41,2771,5880,,,,Owner,"If ever the opportunity should arise,
please pay us your custom again.",ご縁がありましたらまたいらして下さいね,,
