scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1217,7,1492,42,6,,Silmeria,We will be encountering more of them ahead.,この先 まだまだ出てくるはず <PART> 一一,,
1,2,1217,8,1660,42,7,,Silmeria,Watch yourself.,注意しなさい,,
1,3,1217,9,1804,42,8,,Rufus,Sure.,…ああ,,
1,4,1217,10,2380,42,9,,Silmeria,"( Alicia. You had better keep that
in mind, too. )",（ あなたもよく覚えておくのよアリーシャ <PART> 一一 <PART> ）,,
1,5,1217,11,2680,42,10,,Alicia,Right...,ええ…,,
1,6,1217,1,4592,42,0,,Rufus,"Huh, looks like there's something left.",…まだ何か残ってるのか？,,
1,7,1217,2,4916,42,1,,Silmeria,The body that held the enemy's psychic energy.,敵の残〓思念を宿していた亡〓よ,,
1,8,1217,3,5072,42,2,,Silmeria,"It usually vanishes after the psychic
energy is purified.",残〓思念の〓化は〓んだからじきに消えるはず <PART> 一一,,
1,9,1217,4,5544,42,3,,Rufus,So what exactly did we just fight?,じゃあ今 俺達が倒した相手は…,,
1,10,1217,5,5676,42,4,,Silmeria,"Something not native to that body.
Fighting it was the only way to reveal
its true form.",この亡〓とは 本来関係ないけど戦ってみなければ正体はわからない…,,
1,11,1217,6,5880,42,5,,Silmeria,"The psychic energy possesses the body,
and uses it as a sort of vessel.",この亡〓は いわば残〓思念に利用された器のようなものね…,,
2,1,1217,2755,18340,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
2,2,1217,2756,18828,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
2,3,1217,2757,19360,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
2,4,1217,2758,19848,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
2,5,1217,2759,20624,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
2,6,1217,2760,21348,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
2,7,1217,2761,21736,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
2,8,1217,2762,22064,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
2,9,1217,2763,22452,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,
3,1,1217,1894,26816,41,0,,Rufus,We've got company!,クッ… 出やがった！,,
3,2,1217,1883,29868,41,2,,Rufus,"Hey, what did you do?",…今のは何だ！？,,
3,3,1217,1884,29988,41,3,,Silmeria,"I hit the monster with sacred light. It's
imprisoned in a crystal...temporarily.",聖なる光を当てて 敵を結〓の中へ一時的に〓束したのよ,,
3,4,1217,1885,30224,41,4,,Rufus,"Sacred light, huh?",聖なる光？,,
3,5,1217,1886,30512,41,5,,Silmeria,Curious?,気になる？,,
3,6,1217,1887,30656,41,6,,Rufus,Yeah.,…ああ,,
3,7,1217,1888,30800,41,7,,Silmeria,"I absorb energy flowing from the roots of
the world tree, Yggdrasil, and convert it
to light.",大地を支える〓グドラシルの根から放たれる力を〓収し 光に変えるの,,
3,8,1217,1889,31156,41,8,,Rufus,That's some power.,なんて力だ…,,
3,9,1217,1890,31512,41,9,,Rufus,I guess you're not exactly your average princess.,…〓分と人間離れした王女だな,,
3,10,1217,1891,32452,41,10,,Rufus,What's wrong?,どうした？,,
3,11,1217,1892,34264,41,11,,Silmeria,"Looks like we'll need to fight it to
purify it.",やはり戦わないと〓化できないか…,,
3,12,1217,1893,34564,41,12,,Rufus,"Oh yeah, that worked real well.",なんだよ 〓いてねえぞ！,,
3,13,1217,1882,36952,41,1,,Silmeria,( Don't panic. I can use my power here. ),（ 〓てないで ここでなら力を使える… ）,,
3,14,1217,1895,41944,41,13,,Silmeria,"Weren't you listening? I said ""temporarily.""",言ったでしょ？ 一時的な〓束よ,,
4,1,1217,2337,46644,,,,,ERRORv,ERR0R！！（v190）,,
4,2,1217,2338,46780,,,,,ERRORv,ERR0R！！（v191）,,
4,3,1217,2339,46916,,,,,ERRORv,ERR0R！！（v191）,,
5,1,1217,14,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
5,2,1217,15,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
5,3,1217,16,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
5,4,1217,17,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
5,5,1217,18,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
5,6,1217,1896,,,,,,View battle tutorial?,戦〓の〓〓を見ますか〓,,not displayed by the event script
5,7,1217,1897,,,,,,Yes,はい,,not displayed by the event script
5,8,1217,1898,,,,,,No,いいえ,,not displayed by the event script
5,9,1217,2734,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
5,10,1217,2752,,,,,,Silmeria,シルメリア,,not displayed by the event script
5,11,1217,2753,,,,,,Rufus,ルーファス,,not displayed by the event script
5,12,1217,2754,,,,,,Alicia,アリーシャ,,not displayed by the event script
